,index,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
1731,116371,2015-11-30,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"I attempted to obtain a HARP Loan Modification from Merrill Lynch Mort XXXX.. 
In XXXX 2015, I submitted an application to XXXX, ( XXXX ) an approved U.S. Department of Housing and Urban Development Counseling Center located in XXXX Florida for assistance in obtaining a Loan Modification from Merrill Lynch MortgageThis was my second attempt for a Loan Modification under the Making Home Affordable Program. The first time was in XX/XX/XXXX through XXXX XXXX And XXXX XXXX XXXX, ( XXXX ) located in XXXX XXXX XXXX, Florida. 
In both instances the Merrill Lynch Mortgage Company would not communicate with the HUD counselor and contacted me directly which caused quite a conflict. 
In XX/XX/XXXX, I contacted my assigned counselor, XXXX XXXX at XXXX to determine the status of my Loan Modification request since it had been over two months since I had submitted my documents. I was told by XXXX XXXX that the counselor from Merrill Lynch would not call her back. 
After going back and forth with XXXX XXXX and not getting any where I contacted Merrill Lynch Directly. I was assigned a counselor to work with, XXXX XXXX, ( she remembered me from my previous request ). With her assistance and guidance I resubmitted all requested documents. On XX/XX/XXXX a completed package was submitted and received on XX/XX/XXXX. At that point my Mortgage was three months in arrears. I asked XXXX XXXX for advice on paying the arrearage, she told me she had received all of my documents and it appeared as if I could qualify for the modification and not to pay because if approved the payment of the arrearage would not be necessary. The approval would give me a 2 % interest rate under the HARP program that we were seeking approval for. 
I believed her because when I initially contacted Merrill Lynch I was told that during the processing period for the Loan Modification I that payments did not have to be made and they could be placed back into the balance of the loan. 
I took her advice and did not pay such a big mistake. 
On XX/XX/XXXX, I received a denial letter with demand for payment of all back payments or the loan would go into foreclosure. 
My purpose for seeking the Loan Modification was to reduce my mortgage payments and maintain my home. 
Adhering to the advice of Merrill Lynch 's counselor, XXXX XXXX XXXX, has created a financial hard ship for me. 
Increased Mortgage payment of {$2400.00} monthly not including taxes or insurance. 
Quarterly increases in Mortgage PaymentsInability to pay Utilities TimelyNegative Impact on credit ratingMerrill Lynch would not give me any consideration even though up until this year with my financial hardship and struggle there was never a late payment. 
After the {$5200.00} was paid in XXXX, the balance of the arrearage was added to the future monthly payment. The payments are on time each month however, Merrill Lynch has the audacity to call me to make sure that the payments are made. 
My situation as far as a financial hardship is permanent. I am still retired with a re\\\reduced income. 
There will be no increase in my retirement benefit this year. 
Based on the unfavorable decision from Merrill Lynch and the financial burden and mental anguish that has been placed on me I am seeking your advice for proceeding a Loan Modification under the HARP program. 
",,PHH Mortgage,FL,334XX,Older American,Consent provided,Web,2015-12-01,Closed with explanation,No,1676627
1732,68943,2012-10-14,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,UT,84029,,,Web,2012-10-15,Closed with explanation,Yes,171212
1733,75502,2012-10-17,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Santander Bank US,MA,01886,,,Referral,2012-10-18,Closed with explanation,Yes,172877
1734,104353,2013-01-08,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90305,,,Referral,2013-01-09,Closed with explanation,Yes,224140
1735,78608,2015-06-23,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,"a ) KeyBank stopped using the existing ACH debit. An ACH payment was in existence, created through Key. Key stopped utilizing the ACH arrangements without any notification in XX/XX/XXXX. The Payor did not terminate the ACH payment. The Payor received no notification that Key would no longer process payments through the existing ACH. Key Bank has not fulfilled it fiduciary responsibility as servicer. 
b ) Key failed to set up a new ACH in a timely manner. When the Key ACH debit was not occurring the Payor went to the branch and discussed this issue with XXXX XXXX XXXX. The Payor was required to provide a cancelled check to set up a new ACH. The Payors expected Key to act in a timely manner so that the ACH debit would be in effect before the next payment was due. Key was negligent in maintaining, establishing, or reestablishing the ACH. 
c ) The Payor made repeated trips to Key 's XXXX Ut. Branch. A minimum of XXXX trips were made to the branch to speak with XXXX XXXX when it was noticed that the monthly ACH Payments were not being drawn. The Payor made payments each time as per the amount that XXXX XXXX stated was owing to bring the account current while waiting for the Key to originate the new ACH. The Payor acted in good faith with the expectation that Key would establish the new ACH payment and its monthly use. These payments have not been applied appropriately. Key 's inactions have harmed the Payor. The actions and inactions of Key have : ( 1 ) harmed the credit of the Payor, ( 2 ) may have caused additional interest and fees to be charged and ( 3 ) may have caused that the incorrect amount was applied towards the principal. 
d ) The Payors have paid the amount/s owing to bring the account current. With the new ACH in place the Payor receives a statement showing that {$180.00} is credited as a payment to the account each month on or about the XXXX day. After receiving the monthly statement from Key, that the ACH payment has been made a notice of a late payment is received. This is ambiguous and confusing. 
e ) The Payor received a call on XX/XX/XXXX. The Caller ID showed XXXX. The caller asked for the Payor 's Social Security Number. Again, the Payor went to speak with the Key Branch XXXX. because of the suspicious nature of this call and asked again regarding the status of the account. XXXX XXXX made a phone call and was put on hold. At the end of the call, XXXX XXXX ONLY gave me amounts of the XX/XX/XXXX payments. I asked if I could get a printout of the account information showing the payments made. XXXX XXXX stated, "" IT WOULD JUST HAVE A LOT OF NUMBERS ON IT THAT YOU WOULD NOT UNDERSTAND ''. XXXX XXXX then said "" I HAVE SPENT XXXX MINUTES WITH YOU - THAT 'S ALL I AM GOING TO DO ''! 
f ) I contacted XXXX XXXX a certified HUD counselor. On XX/XX/XXXX, the Payor and counselor spoke with a representative of Key Bank and asked for account information & clarification to be provided in writing. The Payor stated that the account is disputed, requested copy of original mortgage papers. The Payor had questions if payments we correctly applied. A form cover letter dated XX/XX/XXXX was received on the XXXX of XXXX with a spreadsheet of the account history and no written explanations. The information is not self-explanatory. The letter does not provide a name and phone number for a person to contact. 
g ) Next, the Payor received a call from a KeyBank representative stating that there is a past due amount owing. The Payor stated this issue was being disputed and the Payor had requested information in writing. Now the Payor receives an average of two daily phone calls. The phone rings only XXXX times. The caller ID shows KEYBANK XXXX. When the Payor pick up the phone, the Payor get a dial tone. No one is there. The Payor feels harassed by these calls and has been told that such calls are illegal 
",,KeyBank NA,UT,843XX,"Older American, Servicemember",Consent provided,Web,2015-06-23,Closed with monetary relief,Yes,1433280
1736,67180,2013-09-19,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",IL,60526,Older American,,Web,2013-09-19,Closed with explanation,Yes,535219
1737,21009,2012-01-13,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90630,,,Web,2012-01-13,Closed without relief,Yes,13324
1738,98548,2011-12-27,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,92126,,,Web,2011-12-28,Closed without relief,Yes,7969
1739,47715,2014-02-10,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,TX,77019,,,Web,2014-02-13,Closed with explanation,Yes,707051
1740,3540,2013-04-25,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IN,46538,,,Referral,2013-04-26,Closed with explanation,Yes,392327
1741,41518,2016-06-22,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"On 2 occasions in the last 12 months, my mortgage company has taken my entire loan payment, including the amount over the requested payment, and applied nearly 100 % to interest. My payment is {$480.00} and has been for the last 10 years. All other payments have been applied correctly. 
The first was on XXXX/XXXX/XXXX, my payment was dispersed as shown below : Total paid : {$500.00} Interest : {$490.00} Principal : {$3.00} - This math does n't even work On XXXX/XXXX/XXXX, My payment was dispersed as shown below Paid : {$500.00} Interest : {$480.00} Principal : {$11.00} I contacted the lender, Specialized Loan Services, and they stated that my loan was simple interest and they would not correct the issue. I then reread my original loan contract and confirmed that my loan is a fixed rate. At this time, I also discovered that my loan was written as a 30 due in 15 which was never explained to me. I have faxed and emailed the mortgage company and they have not yet responded nor fixed the error - it has been 7 days.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing LLC,OH,452XX,,Consent provided,Web,2016-06-23,Closed,No,1981047
1742,75815,2015-03-30,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,,,Citibank,CA,95618,,Consent not provided,Web,2015-04-02,Closed with explanation,Yes,1307509
1743,98577,2012-10-30,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,OR,97222,,,Phone,2012-11-01,Closed with explanation,Yes,181595
1744,17275,2016-03-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33510,,,Referral,2016-04-04,Closed with explanation,Yes,1859342
1745,98774,2014-07-25,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NY,11566,,,Web,2014-07-25,Closed with explanation,Yes,954018
1746,99323,2012-08-22,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,20774,Older American,,Web,2012-08-23,Closed with explanation,Yes,140194
1747,17397,2013-08-05,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33461,,,Referral,2013-08-08,Closed with explanation,Yes,474156
1748,97971,2015-03-03,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33193,,,Web,2015-03-03,Closed with explanation,Yes,1265577
1749,39475,2014-04-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CO,80127,,,Web,2014-04-21,Closed with explanation,Yes,817776
1750,118863,2015-07-27,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"Nationstar mortgage acquired my loan from XXXX XXXX XXXX ( XXXX ). I asked XXXX in XXXX how to remove pmi from this loan and was sent a letter saying that I owed XXXX for removal. I sent in $ XXXX from tax refund. I received XXXX more letters from XXXX the last stated that I owed $ XXXX to remove pmi. This was 3 months ago and before the last XXXX payments to nationstar. Nationstar says that I owe $ XXXX the numbers are not even close. How is there such a descrepency? I did not ask for this change however I am not looking to lose several thousand dollars. I have requested pmi removal XXXX from nationstar with no correspondence from them. 
",,Nationstar Mortgage,NY,107XX,,Consent provided,Web,2015-07-27,Closed with explanation,Yes,1489373
1751,14603,2015-12-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Citibank,IA,51501,,,Phone,2015-12-24,Closed with non-monetary relief,Yes,1715374
1752,18952,2015-10-21,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo & Company,NJ,08823,Older American,Consent not provided,Web,2015-10-21,Closed with explanation,Yes,1618625
1753,116522,2015-02-19,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Specialized Loan Servicing LLC,VA,23456,,,Web,2015-02-19,Closed with explanation,Yes,1246989
1754,39186,2013-05-25,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Citibank,CA,92509,,,Web,2013-06-07,Closed with explanation,Yes,416595
1755,84051,2013-07-05,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,08861,,,Web,2013-07-10,Closed with explanation,Yes,450111
1756,56382,2014-02-27,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,VA,24250,Older American,,Referral,2014-02-28,Closed with explanation,Yes,734744
1757,24769,2013-02-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,USAA Savings,VA,22191,Servicemember,,Postal mail,2013-02-21,Closed with explanation,Yes,324643
1758,103563,2016-02-02,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NC,27587,,Consent not provided,Web,2016-02-02,Closed with explanation,Yes,1769472
1759,73883,2015-02-10,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Colorado Housing and Finance Authority,CO,80209,,,Web,2015-02-10,Closed with explanation,Yes,1233670
1760,78066,2013-05-30,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Navy FCU,VA,23464,Servicemember,,Web,2013-06-03,Closed with explanation,Yes,420153
1761,7083,2013-02-07,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,OH,44255,,,Referral,2013-02-11,Closed with explanation,Yes,307875
1762,38864,2014-11-20,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,"Trinity Financial Services, LLC",FL,33141,,,Web,2014-11-26,Closed with non-monetary relief,Yes,1124436
1763,45376,2014-02-11,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CT,06614,,,Web,2014-02-14,Closed with explanation,Yes,708909
1764,91651,2015-05-18,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Associated Bank,WI,54114,,,Referral,2015-05-20,Closed with explanation,Yes,1379846
1765,24534,2016-01-26,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,,,,,Referral,2016-02-01,Closed with explanation,Yes,1757677
1766,13517,2014-01-17,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,BB&T Financial,NC,28801,,,Web,2014-01-17,Closed with explanation,Yes,674982
1767,93585,2013-10-20,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,MA,01510,,,Web,2013-10-21,Closed with explanation,Yes,564024
1768,101371,2015-04-08,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92656,,Other,Web,2015-04-10,Closed with explanation,Yes,1320672
1769,6420,2015-12-22,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,"In XXXX of XXXX, my son was being treated for XXXX. I called the mortgage company, Planet Home Lending, and advised them that it would be difficult to make a payment because my son was sick. I asked the mortgage company if they offered any kind of service that allowed me to make a reduced payment that month. 

They told me that I should not worry about anything, because I could simply make a double payment the next month and everything would be ok. The next month, when I attempted to make a double payment, they told me that they were no longer accepting my payments because they had placed me in foreclosure. 

When I advised them that someone told me to simply make a double payment, they told me that they would no longer accept my money, and that instead I should apply for a loan modification. 

They sent me the paper work, but everytime I submitted it they returned it to me saying that documents I had already submitted were missing. In the meantime, I was served with foreclosure paperwork. 

When I called Planet Home Lending to inquire about the foreclosure lawsuit, they told me it was nothing to worry about. Planet Home Lending said it was all taken care of for me and that I should not attend court because there would be no foreclosure. 

I continued to attempt to make mortgage payments and to finalize the loan modifications, but Planet Home Lending refused to work with me. On Thursday, XXXX XXXX, the mortgage servicer foreclosed on me and set a sale date for XXXX XXXX, XXXX. 

This is a XXXX loan. The servicer refused to work with me. They purposefully lied to me. They told me to not attend court. They refuse to handle my loan modification properly. I have sick child, and I can afford my mortgage, yet they are refusing to work with me and are attempting to sell my house. 
",,"Planet Home Lending, LLC",FL,349XX,,Consent provided,Web,2015-12-22,Closed,No,1712823
1770,69977,2013-04-29,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,92660,,,Referral,2013-04-30,Closed with explanation,Yes,394868
1771,37734,2012-07-24,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Union Bank,CA,94574,,,Referral,2012-07-31,Closed with explanation,Yes,124036
1772,98760,2013-09-23,Mortgage,VA mortgage,Credit decision / Underwriting,,,,U.S. Bancorp,NJ,08518,Servicemember,,Web,2013-09-23,Closed with explanation,Yes,537826
1773,11491,2015-08-10,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"In XXXX XXXX we closed on a condo in XXXX XXXX. The mortgage company at the time of closing was XXXX XXXX. The mortgage was immediately transferred to XXXX XXXX. After a few more years, the mortgage was transferred to XXXX XXXX and payments were made to PHH ( a mortgage payment clearing house ). 

In XX/XX/XXXX, my partner and I were having financial difficulty because of a faltering business we both owned. We fell behind our on mortgage payment in XXXX XXXX. In XXXX XXXX, we sent a payment for one month. The check was returned to us because, as the representative said, the payment did not bring the account up-to-date. The next month, we tried to make two payments. The checks for both payments were returned because the payments did not bring the account up-to-date. 

The mortgage was transferred to the Loss Mitigation Department. We attempted to contact the department several times over the course of two months. Each time we were told the person in charge of our account would return our calls. That person never called us. 

Finally, we spoke with the account manager who sent us a Financial Package to work on possible solutions. We immediately sent in the necessary paperwork regarding such solutions. Later, we called the account manager several times only to be told the account manager was "" awaiting a decision from shareholders. "" Obviously, our mortgage was falling further and further behind. The decision was finally handed down. The account manager told us we did not qualify for any repayment terms and we needed to pay tens of thousands of dollars ( payments, fees, interest, and penalties ) in order to keep the foreclosure process from moving forward. 

The property was sold at auction in XXXX XXXX. We were evicted from our condo in XXXX XXXX. The paperwork filed for the foreclosure, sale at auction, and eviction were prepared by the Law Offices of XXXX XXXX XXXX, XXXX ( We later learned, via different and well-respected news outlets, our foreclosure documents had been robo-signed by employees -- but not attorneys -- in the Law Offices of XXXX XXXX. XXXX. ) Consequently, XXXX XXXX XXXX was later disbarred from the Florida Bar Association for his actions in handling thousands of foreclosures in the State of Florida. 

See links to news articles. XXXX and XXXX 
",,PHH Mortgage,MA,021XX,Older American,Consent provided,Web,2015-08-18,Closed with explanation,Yes,1511331
1774,37476,2016-03-09,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SunTrust Banks, Inc.",WI,54467,Servicemember,,Referral,2016-03-14,Closed with explanation,Yes,1824773
1775,44508,2015-01-05,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,95252,,,Referral,2015-01-09,Closed with non-monetary relief,Yes,1180551
1776,24751,2015-02-15,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,92592,,,Web,2015-02-15,Closed with non-monetary relief,Yes,1241317
1777,48801,2014-01-17,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,94086,,,Referral,2014-01-27,Closed with explanation,Yes,673877
1778,105600,2014-07-10,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,CA,92880,,,Web,2014-07-10,Closed with explanation,Yes,932365
1779,18003,2014-07-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,FL,33173,,,Referral,2014-07-15,Closed with explanation,Yes,930015
1780,113317,2013-07-30,Mortgage,Other mortgage,Other,,,,Ditech Financial LLC,NH,03431,,,Referral,2013-08-02,Closed with explanation,Yes,469980
1781,62158,2014-07-07,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,20721,,,Web,2014-07-07,Closed with explanation,Yes,925086
1782,74965,2013-12-11,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,OH,43320,,,Referral,2013-12-18,Closed with explanation,Yes,629895
1783,103844,2015-06-18,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,"I have applied to Wells Fargo on XXXX occasions for assistance with my Home Affordable Program Request. The first time when my wife passed away and now this year. This time over a years worth of documentation. I was never served that a foreclosure process was started even by the officer on the account. I was never given an option for a deed in lieu of foreclosure, a modification denial or approval which is illegal and of course now I have placed the property on the market for sale. Please assist and protect my rights that is afforded to every consumer. 
",Company chooses not to provide a public response,Wells Fargo & Company,FL,337XX,,Consent provided,Web,2015-06-18,Closed with explanation,Yes,1428427
1784,11107,2013-06-27,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,SC,29223,,,Web,2013-06-28,Closed with explanation,Yes,443467
1785,40441,2015-07-07,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"I received an escrow refund XX/XX/XXXX in the amount of {$2800.00} from XX/XX/XXXX. Wells Fargo has requested reimbursement of this refund XX/XX/XXXX claiming that the refund was an error. When the refund was provided, I contacted Wells Fargo numerous times to confirm that the refund was accurate. In addition, I did not deposit the refund check for several months. I think it is unreasonable to expect a repayment of nearly {$3000.00} more than two years. In addition, I feel that I did my due diligence as a customer to alert Wells Fargo of a potential error. Since receiving this notice on XX/XX/XXXX, I have contacted Wells Fargo on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX. I have a letter dated XX/XX/XXXX that Wells will complete research and contact me by XX/XX/XXXX. I received a message on XX/XX/XXXX from a Wells Fargo representative that there has been a resolution and to contact him. I have left several messages and never spoken with him with respect to what the resolution is. Now, I am receiving notices from XXXX XXXX XXXX, XXXX to attempt to collect this debt. In the information provided by XXXX, there is a copy of an email from Wells Fargo to XXXX XXXX on XX/XX/XXXX stating that "" we have completed our process and our homeowner has not responded to our attempts to address this. '' I have documentation of my multiple attempts and follow ups and I truly do n't know what more I can do thus I am filling this complaint in hopes that this process can help me to resolve this issue. Thank you. XXXX XXXX 
",Company chooses not to provide a public response,Wells Fargo & Company,NC,281XX,,Consent provided,Web,2015-07-07,Closed with monetary relief,Yes,1454200
1786,92273,2013-05-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,KS,66210,,,Referral,2013-05-16,Closed with non-monetary relief,Yes,407553
1787,37487,2015-09-14,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Wells Fargo & Company,CA,92614,,Other,Web,2015-09-15,Closed with explanation,Yes,1564124
1788,84386,2014-05-27,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Capital One,CA,94062,,,Web,2014-05-27,Closed with explanation,Yes,868095
1789,32676,2012-11-20,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Loan Care,NM,87507,Servicemember,,Postal mail,2012-11-21,Closed with explanation,Yes,195228
1790,103383,2014-06-30,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,08873,,,Web,2014-06-30,Closed with explanation,Yes,918100
1791,6968,2015-06-08,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,"I applied for a loan to have a house built in XXXX 2015, i went threw the whole process and did everything i was suppose to do as far as what was needed from me and what i needed to have at closing. I gave lender all my information that was passed on to the processor and the underwriter. I was notified that my loan was approved but the processor sent me special conditions that i needed to do before i close. i provided everything that was asked of me on the special condition report, but when it was time for me to close, i was informed i was unable to because they could not use my sons XXXX XXXX check that was apart of my income. The company had my file for 4 months and waited to tell me this at the very end after XXXX missed closing dates. I gave my 30 day notice were i was living, moved out my house based on closing date, went homeless for 8 days now with XXXX people in my household. I had to pay for a XXXX truck and keep my furniture in there waiting around on them to close me. After 4 long days I had to return the XXXX and put my furniture in XXXX storages because i have alot of things. They have cost me alot of money, and stress ( XXXX ) on me and my family. They also made me close XXXX credit cards out 3 weeks ago when i was orginally suppose to close and know my score is going to drop hard. 
",Company believes it acted appropriately as authorized by contract or law,LoanDepot,TN,371XX,,Consent provided,Web,2015-06-09,Closed with explanation,Yes,1411051
1792,96466,2013-06-06,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,KY,40370,,,Referral,2013-06-10,Closed with explanation,Yes,427300
1793,100774,2014-02-14,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Wells Fargo & Company,FL,33145,,,Web,2014-02-14,Closed with explanation,Yes,716602
1794,81685,2013-02-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MD,20607,,,Fax,2013-02-04,Closed with explanation,Yes,285897
1795,70993,2014-12-11,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,NY,12525,,,Referral,2014-12-15,Closed with explanation,Yes,1152736
1796,103903,2013-02-02,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Citibank,PA,19086,,,Web,2013-02-04,Closed with explanation,Yes,289126
1797,42913,2014-09-08,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,32836,,,Referral,2014-09-11,Closed with explanation,Yes,1019523
1798,73167,2013-01-05,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Bank of America,CA,94501,,,Web,2013-01-07,Closed with non-monetary relief,Yes,222954
1799,117988,2014-04-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MI,48003,,,Web,2014-04-28,Closed with explanation,Yes,828518
1800,40788,2015-11-16,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,78213,,Other,Web,2015-11-16,Closed with explanation,Yes,1657720
1801,118601,2013-02-15,Mortgage,Home equity loan or line of credit,Settlement process and costs,,,,PNC Bank N.A.,MD,20735,,,Web,2013-02-15,Closed with explanation,Yes,317926
1802,68156,2015-07-31,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo & Company,SC,29690,,,Postal mail,2015-08-07,Closed with explanation,Yes,1497256
1803,104688,2014-03-15,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,U.S. Bancorp,NJ,08008,,,Web,2014-03-17,Closed with explanation,Yes,763294
1804,74296,2012-10-09,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",FL,34243,Servicemember,,Phone,2013-05-09,Closed with explanation,Yes,167976
1805,12155,2012-08-02,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30116,Older American,,Phone,2012-08-03,Closed with explanation,Yes,129242
1806,22688,2015-09-15,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,"PennyMac Loan Services, LLC",MD,21215,,Consent not provided,Web,2015-09-16,Closed with non-monetary relief,Yes,1564664
1807,8139,2016-04-05,Mortgage,Home equity loan or line of credit,Settlement process and costs,,"i have already filed against my bank regarding mounting fees on a loan that was paid off XX/XX/XXXX. after an investigation by your company. thought you were supposed to fight for the little person not for the big corporations. the complaint filed before was that Bank of America dipping into our account to pay our county taxes. My husband spoke to one of your representitives. could not get her to understand what we were trying to tell her. tried to get her to understand that you guys have only heard their side of the story. pieces of the story are missing. their was not there. where we had made multiple calls to customer service to BOA and multiple trips to the brick and morter branches to speak to managers and anyone that would help us with this problem to no avail we could not get any resolution. we need someone to represent us and not the big companies. this is supposed to help us the Consumer. unless you listen to our side we will have no other alternative but to seek legal help. Please reach ougt tous so that we can resolve this. 
Thanks XXXX and XXXX XXXX XXXX or XXXX 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,TX,760XX,,Consent provided,Web,2016-04-05,Closed with explanation,Yes,1862467
1808,64622,2014-10-21,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,GA,30306,,,Referral,2014-10-27,Closed with explanation,Yes,1079357
1809,56006,2015-06-24,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,CIT Bank National Association,NY,10710,Older American,,Phone,2015-06-25,Closed with explanation,Yes,1435583
1810,83558,2012-11-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,11208,,,Referral,2012-11-19,Closed with explanation,Yes,192430
1811,6487,2012-05-18,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,92507,,,Referral,2012-10-04,Closed with explanation,Yes,82847
1812,30888,2012-03-06,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,93619,,,Web,2012-03-07,Closed without relief,Yes,30854
1813,2512,2014-10-21,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,PA,18643,,,Referral,2014-10-28,Closed with explanation,Yes,1079356
